triple,stv,truth
Maurice Cloche directed La Portatrice di pane  1950 film ,0.5469409823,1
Kenneth Branagh actedIn Henry V  1989 film ,0.6795397997,1
Ann Sothern isMarriedTo Robert Sterling,0.4153741896,1
Arthur Sheekman isMarriedTo Gloria Stuart,0.42594635490000005,1
Ray Barnett isMarriedTo Neela Rasgotra,0.42764258380000003,1
Frank D. Gilroy directed Desperate Characters,0.4812272489,1
Jacques Doillon created The Hussy,0.39938259119999997,1
Witold Leszczyński directed Matthew's Days,0.4402449429,1
Vic Morrow directed A Man Called Sledge,0.42764258380000003,1
Pilar Pallete isMarriedTo John Wayne,0.4010510445,1
Marco Ferreri created Liza  film ,0.43915259840000004,1
John II of Aragon isMarriedTo Juana Enríquez,0.40107712149999997,1
Maria von Trapp isMarriedTo Georg Ludwig von Trapp,0.43442431090000005,1
Emilio Fernández produced La Choca,0.574254334,1
Kamal Haasan actedIn Thevar Magan,0.42764264350000003,1
Kathleen Merrell White isMarriedTo Arthur Kent White,0.9743967056,1
Dave McKean created MirrorMask,0.9831892848,1
Marco Ferreri created The Conjugal Bed,0.4274803698,1
Prince Alexander of Saxe-Gessaphe isMarriedTo Princess Gisela of Bavaria,0.39575290679999997,1
Mileva Marić isMarriedTo Albert Einstein,0.4258936942,1
George Stephanopoulos isMarriedTo Alexandra Wentworth,0.4163707495,1
Joséphine de Beauharnais isMarriedTo Napoleon I,0.8883138597,1
Sandra Goldbacher directed Me Without You  film ,0.6529961824,1
Judy Dickinson isMarriedTo Gardner Dickinson,0.4559878111,1
Felix Yusupov isMarriedTo Princess Irina Alexandrovna of Russia,0.42764258380000003,1
Ludwig I of Bavaria isMarriedTo Therese of Saxe-Hildburghausen,0.34250992539999997,1
Al Pacino directed Looking for Richard,0.4897687435,1
Dominique Deruddere directed Everybody's Famous!,0.44482582810000004,1
Erin Hershey Presley isMarriedTo Brian Presley,0.41935601829999997,1
Theresa Lopez-Fitzgerald Crane isMarriedTo Ethan Winthrop,0.3860255778,1
Caroline Bonaparte isMarriedTo Joachim Murat,0.40707454090000006,1
Bruce Jenner isMarriedTo Kris Jenner,0.5150529146,1
Rex Balsom isMarriedTo Adriana Cramer,0.4711924493,1
Olivia Winters isMarriedTo Nathan Hastings,0.34250992539999997,1
Luis Bayón Herrera directed Buenos Aires a la vista,0.9676716328,1
Sunandha Kumariratana isMarriedTo Chulalongkorn,0.44408339259999996,1
Chulalongkorn isMarriedTo Sunandha Kumariratana,0.42764258380000003,1
Anna Lee isMarriedTo Robert Nathan,0.3425098658,1
Yılmaz Güney created Yol,0.525008142,1
Joanna of Castile isMarriedTo Philip I of Castile,0.4762240052,1
Zofia Czartoryska isMarriedTo Stanisław Kostka Zamoyski,0.40683993700000004,1
Maria of Navarre isMarriedTo Peter IV of Aragon,0.42859008909999996,1
Kevin Munroe directed Teenage Mutant Ninja Turtles  film series ,0.43180125950000003,1
Emeric of Hungary isMarriedTo Constance of Aragon,0.9350595474,1
Charles Ingalls isMarriedTo Caroline Ingalls,0.4344630241,1
Dominique Deruddere produced Everybody's Famous!,0.4159270525,1
Michael Dowse created It's All Gone Pete Tong,0.4147265553,1
Viacheslava of Novgorod isMarriedTo Bolesław IV the Curly,0.42652979490000004,1
Isabel Coixet directed My Life Without Me,0.463176012,1
Frederica of Baden isMarriedTo Gustav IV Adolf of Sweden,0.4216282368,1
Jeffrey Hunter isMarriedTo Emily McLaughlin,0.5515480638,1
Bert Haanstra created Alleman  film ,0.43652692439999996,1
Arthur Rankin directed  Jr. The Hobbit  1977 film ,0.34250992539999997,1
Princess Irina Alexandrovna of Russia isMarriedTo Felix Yusupov,0.3425098658,1
Rod Lurie directed The Contender  2000 film ,0.43058499689999996,1
Mieszko III the Old isMarriedTo Elisabeth of Hungary  1128–1154 ,0.9290646315000001,1
Princess Mikasa isMarriedTo Prince Mikasa,0.34250992539999997,1
Jim Elliot isMarriedTo Elisabeth Elliot,0.4424719512,1
Patricia Donoho Hughes isMarriedTo Harry Hughes,0.4449675083,1
Denis Héroux directed Naked Massacre,0.42764258380000003,1
Anastasia of Russia isMarriedTo Ivan IV of Russia,0.42764258380000003,1
King Vidor created Poor Relations,0.9674496054999999,1
Robin Wright Penn isMarriedTo Sean Penn,0.4143872857,1
Kenneth Branagh actedIn Peter's Friends,0.982727468,1
Giovanna of Italy isMarriedTo Boris III of Bulgaria,0.6248285174,1
Brooke English isMarriedTo Tad Martin,0.5278193951,1
June Diane Raphael isMarriedTo Paul Scheer,0.45754122729999996,1
Marisa Ryan isMarriedTo Jeremy Sisto,0.8996095657,1
Musbah bint Nasser isMarriedTo Abdullah I of Jordan,0.4321557581,1
Clint Buchanan isMarriedTo Lindsay Rappaport,0.42764258380000003,1
Ward Kimball created Man in Space,0.4436353147,1
Ferdinand I of the Two Sicilies isMarriedTo Maria Carolina of Austria,0.5320439935,1
Chulalongkorn isMarriedTo Savang Vadhana,0.42764258380000003,1
Madonna  entertainer  actedIn I'm Going to Tell You a Secret,0.9611447453,1
Julia the Elder isMarriedTo Tiberius,0.4826727808,1
Mavis Leno isMarriedTo Jay Leno,0.3425098658,1
Warren Beatty actedIn Heaven Can Wait  1978 film ,0.34250992539999997,1
Michael Dowse created FUBAR 2  film ,0.42764258380000003,1
Peter IV of Aragon isMarriedTo Sibila of Fortia,0.4474327564,1
Kris Jenner isMarriedTo Robert Kardashian,0.39227566119999996,1
Adam Chandler hasChild Gloria Marsh,0.474442184,1
Riazuddin  physicist  livesIn Islamabad Capital Territory,0.5161028504,1
Bert Haanstra directed Alleman  film ,0.4191691279,1
Marco Ferreri directed I Love You  1986 film ,0.42764258380000003,1
Prince Joachim of Denmark isMarriedTo Princess Marie of Denmark,0.9674741029999999,1
Jacques Feyder created Le Grand Jeu  1934 film ,0.5195811987,1
Cleve Moler created MATLAB,0.42764258380000003,1
Marty Feldman created In God We Tru$t,0.43446293469999997,1
Marco Ferreri created Break Up  film ,0.42764258380000003,1
Anne of Kiev isMarriedTo Henry I of France,0.4556016624,1
Leonid Trauberg created Alone  1931 film ,0.34250992539999997,1
Charles Napoléon isMarriedTo Princess Béatrice of Bourbon-Two Sicilies,0.4366056025,1
Bibi Gaytán isMarriedTo Eduardo Capetillo,0.5116584896999999,1
Quentin Tarantino created From Dusk till Dawn,0.41947332020000005,1
King Vidor directed Poor Relations,0.4331719279,1
Ferdinand I of Portugal isMarriedTo Leonor Telles de Menezes,0.34250992539999997,1
Rudolph I of Germany isMarriedTo Isabella of Burgundy  1270–1323 ,0.6879681349,1
Lady Elizabeth Mortimer isMarriedTo Henry Hotspur Percy,0.4413554668,1
Buddha Yodfa Chulaloke isMarriedTo Amarindra,0.4106098115,1
Maurice Cloche created Born of Unknown Father,0.45582431549999997,1
Prince Tomohito of Mikasa isMarriedTo Princess Tomohito of Mikasa,0.42764258380000003,1
Victor Emmanuel II of Italy isMarriedTo Maria Adelaide of Austria,0.3961146772,1
Frederick William III of Prussia isMarriedTo Louise of Mecklenburg-Strelitz,0.3950910568,1
King Vidor created Three Wise Fools  1923 film ,0.9673110843000001,1
Lynn Bari isMarriedTo Sidney Luft,0.6806240081999999,1
Leander Haußmann directed Sonnenallee,0.5499971509,1
Christine Rodd isMarriedTo Allan Steiger,0.4658367634,1
Bertha of Holland isMarriedTo Philip I of France,0.3854900301,1
Saeed Akhtar Mirza produced Albert Pinto Ko Gussa Kyon Aata Hai,0.4644391537,1
Jill Hennessy created The Acting Class,0.43563532829999996,1
Betty Compson isMarriedTo James Cruze,0.43581783770000004,1
Carol Jackson hasChild Sonia Fowler,0.6545621157,1
Princess Margaret of Denmark isMarriedTo Prince René of Bourbon-Parma,0.5983674526,1
Gerry Anderson isMarriedTo Sylvia Anderson,0.7169113159,1
Lucien Hubbard created Rose-Marie  1928 film ,0.42764258380000003,1
Serge Gainsbourg created Je t'aime... moi non plus  film ,0.34250992539999997,1
Carol Rosin isMarriedTo Jon Cypher,0.42764258380000003,1
Tage Danielsson created The Adventures of Picasso,0.42764264350000003,1
Andrew Lane directed Jake Speed,0.4284599125,1
Prince Mikasa isMarriedTo Princess Mikasa,0.34250992539999997,1
Kevin Munroe created TMNT  film ,0.4318557382,1
Yılmaz Güney directed Zavallılar,0.42568743229999995,1
King Vidor created The Turn in the Road,0.4439871311,1
Kenneth Branagh actedIn Love's Labour's Lost  2000 film ,0.4439871311,1
Nelson George directed Life Support  film ,0.4318557382,1
Grand Duchess Xenia Alexandrovna of Russia isMarriedTo Grand Duke Alexander Mikhailovich of Russia,0.491738975,1
Michael Dowse directed FUBAR  film ,0.45129153130000005,1
Frederick II of Denmark isMarriedTo Sophie of Mecklenburg-Güstrow,0.4349069297,1
Elena of Montenegro isMarriedTo Victor Emmanuel III of Italy,0.4702173173,1
Alan Rudolph directed Welcome to L.A.,0.4255886674,1
Márton Keleti created Two Confessions,0.4026250243,1
Roberta Taylor isMarriedTo Peter Guinness  actor ,0.4264235497,1
Todd Manning hasChild Blair Cramer,0.4030945897,1
Elisabeth Ludovika of Bavaria isMarriedTo Frederick William IV of Prussia,0.42764258380000003,1
Emilio Fernández created La Choca,0.42764258380000003,1
Alan Rudolph directed Trixie  film ,0.3854900301,1
Michael Dowse produced FUBAR 2  film ,0.5227360128999999,1
Benito Alazraki directed Roots  film ,0.34250992539999997,1
Prince Harald of Denmark isMarriedTo Princess Helena Adelaide of Schleswig-Holstein-Sonderburg-Glücksburg,1.3999568222999998,1
Lotte Reiniger created The Adventures of Prince Achmed,0.5864526032999999,1
Solomonia Saburova isMarriedTo Vasili III of Russia,0.4455212653,1
Saeed Akhtar Mirza created Albert Pinto Ko Gussa Kyon Aata Hai,0.34250992539999997,1
Dina Merrill isMarriedTo Ted Hartley,0.4219606817,1
Sarah Clarke isMarriedTo Xander Berkeley,0.42764258380000003,1
Marco Ferreri directed Bye Bye Monkey,0.43185570840000004,1
Marie of Anjou isMarriedTo Charles VII of France,0.44754686950000006,1
Manish Gupta directed The Stoneman Murders,0.34250992539999997,1
Amelia Earhart isMarriedTo George P. Putnam,0.7155877352,1
Chris Rock directed I Think I Love My Wife,0.9363157153,1
Kenneth Branagh produced Peter's Friends,0.6833407283,1
Nefertiti isMarriedTo Akhenaten,0.9129846692,1
Gardner Dickinson isMarriedTo Judy Dickinson,0.516380012,1
Tana Ramsay isMarriedTo Gordon Ramsay,0.4413212836,1
Maurice Cloche directed Born of Unknown Father,0.4527757466,1
Dina Merrill isMarriedTo Cliff Robertson,0.342509985,1
Craig Ferguson directed I'll Be There  film ,0.42764258380000003,1
Maria Nagaya isMarriedTo Ivan IV of Russia,0.4756297171,1
Robert Sterling isMarriedTo Ann Sothern,0.4678805768,1
Kamal Haasan produced Thevar Magan,0.7548750043000001,1
Amy Leslie isMarriedTo Frank Buck  animal collector ,0.982727468,1
Peter Sollett created Raising Victor Vargas,0.6945133209000001,1
Nicolas Roeg directed Aria  1987 film ,0.4030945897,1
Ann Smith Franklin isMarriedTo James Franklin  printer ,0.4677485824,1
King Vidor created Better Times  1919 film ,0.4520181715,1
Abel Gance produced Au Secours!,0.42764258380000003,1
Marie Prevost isMarriedTo Kenneth Harlan,0.8975874186,1
Russell Crowe isMarriedTo Danielle Spencer  Australian singer ,0.0183983445,1
Lydia Shum isMarriedTo Adam Cheng,0.5647439957,1
Cynthia Stone isMarriedTo Jack Lemmon,0.34250992539999997,1
Michel Ocelot directed Princes et princesses,0.4646278024,1
Jennifer Rappaport isMarriedTo Joey Buchanan,0.4151819348,1
Princess Sarvath El Hassan isMarriedTo Prince Hassan bin Talal,0.7196179032,1
Frank D. Gilroy created Desperate Characters,0.425349474,1
Yılmaz Güney actedIn Zavallılar,0.42816537619999995,1
Prince George of Denmark isMarriedTo Anne of Great Britain,0.42578071359999997,1
Eric Fellner isMarriedTo Gaby Dellal,0.44643953439999995,1
Arcadia Bandini de Stearns Baker isMarriedTo Abel Stearns,0.471540451,1
Srinagarindra isMarriedTo Mahidol Adulyadej,1.3111879229,1
Jorge Lanata created Deuda,0.4276427627,1
Yılmaz Güney directed Yol,0.4191691875,1
Eleanor of Sicily isMarriedTo Peter IV of Aragon,0.4975863993,1
Bill Condon directed Dreamgirls  film ,0.4714843929,1
Louis Bonaparte isMarriedTo Hortense de Beauharnais,0.9827275276,1
Alex Fong  actor  isMarriedTo Hoyan Mok,0.4540683925,1
Leander Haußmann created NVA  film ,0.4356802106,1
Masud Ahmad livesIn Islamabad,0.48753947020000005,1
Nicolas Roeg created Aria  1987 film ,0.34250992539999997,1
Luis Bayón Herrera created Jettatore,0.4402449429,1
Quentin Tarantino produced My Best Friend's Birthday,0.4219606519,1
Abel Gance directed Poliche,0.42764258380000003,1
Natalie Buchanan isMarriedTo Jared Banks,0.9663190842,1
Marshall Brickman directed Simon  1980 film ,0.42764258380000003,1
Gaius Caesar isMarriedTo Livilla  sister of Claudius ,0.9351216554999999,1
Lucien Hubbard created The Mysterious Island  1929 film ,0.42135548590000005,1
Bo Buchanan isMarriedTo Nora Hanen,0.39938259119999997,1
Constantine II of Greece isMarriedTo Queen Anne-Marie of Greece,0.5220928192000001,1
Napoleon Louis Bonaparte isMarriedTo Charlotte Napoléone Bonaparte,0.42764258380000003,1
Nora Hanen isMarriedTo Clint Buchanan,0.34250995520000005,1
Theresa Russell isMarriedTo Nicolas Roeg,0.42764258380000003,1
Maurice Cloche directed Peppino e Violetta,0.6737239361,1
Norodom Sihanouk directed The Last Days of Colonel Savath,0.34250992539999997,1
Karl Hartl directed Mozart  1955 film ,0.9149537086,1
John I of Aragon isMarriedTo Violant of Bar,0.34250992539999997,1
Christiane Amanpour isMarriedTo James Rubin,0.456608206,1
Jared Banks isMarriedTo Natalie Buchanan,0.8273599744,1
Diane Keen isMarriedTo Paul Greenwood,0.4632705152,1
Sheldon Reynolds  producer  directed Killer's Carnival,0.4134325087,1
Clive Barker created Lord of Illusions,0.6236963868,1
Warren Beatty produced Bulworth,0.34250992539999997,1
Ibrahim Nasir isMarriedTo Naseema Mohamed,0.4169361889,1
Narriman Sadek isMarriedTo Farouk of Egypt,0.4463302493,1
Alan Rudolph directed Trouble in Mind  film ,0.43056350950000005,1
Mitsuaki Hoshino isMarriedTo Yūko Kobayashi,0.45597729090000005,1
Ferdinand I of Aragon isMarriedTo Eleanor of Alburquerque,0.009042223,1
Jerry Seinfeld produced Bee Movie,0.6864496469,1
Ishirō Honda directed Godzilla  1954 film ,0.6202318668,1
Joey Buchanan isMarriedTo Jennifer Rappaport,0.44278699159999996,1
Julie Clary isMarriedTo Joseph Bonaparte,0.6801735163,1
Nathan Hastings hasChild Olivia Winters,0.9670281409999999,1
Martha of Armagnac isMarriedTo John I of Aragon,0.49274474380000005,1
Arthur Rankin directed  Jr. The Flight of Dragons,0.4724304378,0
Jane Wyman isMarriedTo Ronald Reagan,0.9670921564,1
Qian Zhongshu isMarriedTo Yang Jiang,0.34250992539999997,1
Michele Lupo created The Master Touch,0.982727468,1
Princess Tomohito of Mikasa isMarriedTo Prince Tomohito of Mikasa,0.47444829340000005,1
Tonia Marketaki directed Crystal Nights,0.34250992539999997,1
Charles I of Austria isMarriedTo Zita of Bourbon-Parma,0.42423009869999995,1
John of England isMarriedTo Isabella of Angoulême,0.5052387714,1
Warren Beatty directed Reds  film ,0.9827275276,1
Paul Spence produced FUBAR  film ,0.5664188266,1
Archduke Ferdinand Karl Viktor of Austria-Este isMarriedTo Archduchess Elisabeth Franziska of Austria,0.42764264350000003,1
Arthur Rankin produced  Jr. The Daydreamer,0.34250992539999997,1
Seth Cohen isMarriedTo Summer Roberts,0.42764258380000003,1
Param Gill created Hotel Hollywood,0.4030945897,1
Archduchess Maria Theresa of Austria  1862–1933  isMarriedTo Archduke Charles Stephen of Austria,0.42764258380000003,1
Maija DiGiorgio directed Bitter Jester,0.4557040632,1
Dimpy Mahajan isMarriedTo Rahul Mahajan  Reality TV Personality ,0.6593967676,1
David Dhawan directed Taaqatwar,0.41619220380000005,1
Ivan IV of Russia isMarriedTo Maria Nagaya,0.982727468,1
Abel Gance directed Au Secours!,0.43338117,1
Guan Hu directed Dirt  1994 film ,0.9667591453000001,1
Pauline Koch isMarriedTo Hermann Einstein,0.5173697472,1
Henry III of France isMarriedTo Louise of Lorraine,0.38505229350000003,1
Dominique-France Picard isMarriedTo Fuad II of Egypt,0.5195811987,1
Violant of Bar isMarriedTo John I of Aragon,0.42764258380000003,1
Kenneth Harlan isMarriedTo Marie Prevost,0.42764264350000003,1
Ken Olin isMarriedTo Patricia Wettig,0.67895329,1
Witold Leszczyński created Matthew's Days,0.9827276468,1
Abel Gance created Le droit à la vie,0.39095675950000003,1
Prince Alexander of Belgium isMarriedTo Princess Léa of Belgium,0.42764258380000003,1
Arthur Kent White isMarriedTo Kathleen Merrell White,0.3988951743,1
Neil Gaiman created A Short Film About John Bolton,0.47827434539999997,1
Palito Ortega actedIn El Tío Disparate,0.39566048979999996,1
Princess Marie of Orléans  1865–1909  isMarriedTo Prince Valdemar of Denmark,0.5239741802000001,1
Dani Levy created Alles auf Zucker!,0.47823873159999997,1
Matilda of Holstein isMarriedTo Abel of Denmark,0.4127961993,1
Dimitri Marick isMarriedTo Erica Kane,0.6230227351,1
Kay Bennett isMarriedTo Fox Crane,0.34250992539999997,1
Lilyan Tashman isMarriedTo Edmund Lowe,0.42764258380000003,1
Abel Gance created La Digue  film ,0.4373797774,1
Jesse Birdsall isMarriedTo Gwyneth Strong,0.5007405281,1
R. Kannan directed Jayamkondaan,0.982727468,1
Afonso I of Portugal isMarriedTo Maud of Savoy,0.967512548,1
Abel Gance created Poliche,0.4207159281,1
Olga Feodorovna of Baden isMarriedTo Grand Duke Michael Nikolaevich of Russia,0.4207159579,1
Quentin Tarantino directed Grave Danger,0.6628039479,1
Jacques Feyder created Faces of Children,0.42764258380000003,1
King Vidor created Our Daily Bread  1934 film ,0.34250992539999997,1
Frances Hughes Glendening isMarriedTo Parris Glendening,0.6466866732,1
Gustav III of Sweden isMarriedTo Sophia Magdalena of Denmark,0.42764258380000003,1
Harry Enfield created Kevin & Perry Go Large,0.4594305158,1
Henry II of France isMarriedTo Catherine de' Medici,0.46460092070000003,1
Naseema Mohamed isMarriedTo Ibrahim Nasir,0.3942225575,1
Paul Auster directed Blue in the Face,0.9482272267,1
Chris Rock produced I Think I Love My Wife,0.34250992539999997,1
Louise of Lorraine isMarriedTo Henry III of France,0.42764258380000003,1
Phillip Spaulding isMarriedTo Harley Cooper,0.4191691279,1
Noboru Iguchi directed The Machine Girl,0.4439871311,1
Ishirō Honda created Godzilla  1954 film ,0.4246979058,1
Palito Ortega created El Tío Disparate,0.48568633200000005,1
Umberto II of Italy isMarriedTo Marie José of Belgium,0.4623410404,1
Tamiliam Subas directed Vanni Mouse,0.9670281409999999,1
Carlos Atanes created PROXIMA,0.581858933,1
King Vidor directed Wild Oranges,0.557823658,1
Madonna  entertainer  created I'm Going to Tell You a Secret,0.9300556779000001,1
Warren Beatty directed Heaven Can Wait  1978 film ,0.8841603398000001,1
Jill Hennessy directed The Acting Class,0.6545621157,1
Blair Cramer isMarriedTo Todd Manning,0.9510958790999999,1
Conway Berners-Lee isMarriedTo Mary Lee Woods,0.5576013922999999,1
Georg Balthasar Metzger livesIn Germany,0.34250992539999997,1
Alan Alda directed The Four Seasons  film ,0.42764258380000003,1
Rajan Khosa directed Dance of the Wind,0.982727468,1
Lord Guilford Dudley isMarriedTo Lady Jane Grey,0.3425098956,1
Jeff Donnell isMarriedTo Aldo Ray,0.4427576065,1
Emilio Estevez actedIn The War at Home  film ,0.42464637759999996,1
Fuad II of Egypt isMarriedTo Dominique-France Picard,0.39372560380000005,1
Philip I of France isMarriedTo Bertha of Holland,0.41290897130000004,1
Xu Zhimo isMarriedTo Zhang Youyi,0.8552851676000001,1
Stefania Grodzieńska isMarriedTo Jerzy Jurandot,0.4828692079,1
Bruce Willis isMarriedTo Demi Moore,0.34250992539999997,1
Odoardo Di Santo isMarriedTo Maria Augimeri,0.42764264350000003,1
Gail O'Grady isMarriedTo Jeffrey Byron,0.4695816636,1
Elisabeth of Hungary  1128–1154  isMarriedTo Mieszko III the Old,0.45879277590000006,1
Princess Gisela of Bavaria isMarriedTo Prince Alexander of Saxe-Gessaphe,0.4259849489,1
Elisabeth Elliot isMarriedTo Jim Elliot,0.42764264350000003,1
Oskar Schindler isMarriedTo Emilie Schindler,0.4163707197,1
Abel Gance directed The Tenth Symphony,0.42764258380000003,1
Ursula Thiess isMarriedTo Robert Taylor  actor ,0.4480448067,1
Matilda of Boulogne isMarriedTo Stephen of England,0.4165562093,1
Joss Whedon directed Goners,0.42764258380000003,1
Boris III of Bulgaria isMarriedTo Giovanna of Italy,0.5117857456,1
Victor Emmanuel III of Italy isMarriedTo Elena of Montenegro,0.34250992539999997,1
Peter IV of Aragon isMarriedTo Maria of Navarre,0.42195752259999997,1
Norodom Sihanouk created An Ambition Reduced to Ashes,0.34250992539999997,1
Raymond Bernard created Les Misérables  1934 film ,0.34250992539999997,1
Pakistan Atomic Energy Commission isLocatedIn Islamabad,0.42764258380000003,1
Archduchess Elisabeth Franziska of Austria isMarriedTo Archduke Ferdinand Karl Viktor of Austria-Este,0.41970062259999996,1
Judith of Swabia isMarriedTo Władysław I Herman,0.8105541468,1
Abel Gance directed End of the World  1931 film ,0.15126261119999998,1
Warren Beatty created Heaven Can Wait  1978 film ,0.7369953394,1
Mitch Laurence isMarriedTo Dorian Lord,0.4333811402,1
Serge Gainsbourg directed Équateur  film ,0.9675970078,1
Ivan IV of Russia isMarriedTo Anastasia of Russia,0.3425098658,1
Abel Gance directed Un drame au château d'Acre,0.4474327564,1
Norman Mailer directed Maidstone  film ,0.9428732991,1
Barbara Stanwyck isMarriedTo Frank Fay  American actor ,0.42764258380000003,1
Román Viñoly Barreto created La Bestia debe morir,0.45777893070000003,1
Kirk Cameron isMarriedTo Chelsea Noble,0.34250992539999997,1
Rudolph I of Germany isMarriedTo Gertrude of Hohenburg,0.3425098658,1
Haakon VII of Norway isMarriedTo Maud of Wales,0.42764258380000003,1
Loni Anderson isMarriedTo Burt Reynolds,0.4420254827,1
Bert Haanstra directed Fanfare  film ,0.4251219928,1
Maija DiGiorgio actedIn Bitter Jester,0.420517385,1
Leopold II of Belgium isMarriedTo Marie Henriette of Austria,0.44758623840000006,1
Shuji Kataoka created S&M Hunter,0.9831166267,1
David Mamet created House of Games,0.6491178274,1
Kevin Munroe directed TMNT  film ,0.3989317715,1
Władysław I Herman isMarriedTo Judith of Swabia,0.41584604979999995,1
Paul Scheer isMarriedTo June Diane Raphael,0.42423009869999995,1
Catherine II of Russia isMarriedTo Peter III of Russia,0.42764258380000003,1
Natalia Brasova isMarriedTo Grand Duke Michael Alexandrovich of Russia,0.5715284347999999,1
Jack Norworth isMarriedTo Louise Dresser,0.47265869380000003,1
Vilsoni Hereniko created The Land Has Eyes,0.5110214949,1
Tuesday Weld isMarriedTo Dudley Moore,0.4318557382,1
Abel Stearns isMarriedTo Arcadia Bandini de Stearns Baker,0.34250992539999997,1
M. Night Shyamalan created Praying with Anger,0.4234279096,1
Guy Ritchie directed The Hire,0.43280607460000003,1
Dimitri Marick hasChild Erica Kane,0.9465808272,0
Marshall Brickman produced The Manhattan Project  film ,0.42764258380000003,1
Román Viñoly Barreto produced La Bestia debe morir,0.4412536025,1
Alan Rudolph created Afterglow  film ,0.42764258380000003,1
Jacques Doillon created The Pirate  1984 film ,0.42764258380000003,1
Pannarai isMarriedTo Mongkut,0.4816436768,1
Eduardo Capetillo isMarriedTo Bibi Gaytán,0.4402164221,1
Olivia Spencer hasChild Phillip Spaulding,0.4226774871,1
Edward I of England isMarriedTo Eleanor of Castile,0.5846787095,1
Louise of the Netherlands isMarriedTo Charles XV of Sweden,0.3425098658,1
Diana Hoddinott isMarriedTo Harry Towb,0.4892218411,1
M. Night Shyamalan actedIn Praying with Anger,0.42464637759999996,1
Paul Greenwood isMarriedTo Diane Keen,0.3843609095,1
Marco Ferreri directed The Story of Piera,0.5507027507,1
Abel Gance created Au Secours!,0.42464637759999996,1
Elissa Ambrose isCitizenOf Canada,0.4169175923,1
Amalie Auguste of Bavaria isMarriedTo John of Saxony,0.44441363219999996,1
Astrid of Sweden isMarriedTo Leopold III of Belgium,0.34250992539999997,1
Phillip Spaulding hasChild Olivia Spencer,0.46209871770000005,1
Anastasia of Kiev isMarriedTo Andrew I of Hungary,0.4262449443,1
Adrianne Curry isMarriedTo Christopher Knight,0.42644715310000003,1
John II of Aragon isMarriedTo Blanche I of Navarre,0.42764264350000003,1
Mieszko III the Old isMarriedTo Eudoxia of Kiev,0.3425098658,1
Sunil Dutt directed Reshma Aur Shera,0.3939785957,1
Maud of Wales isMarriedTo Haakon VII of Norway,0.4227415919,1
Princess Margaretha of Sweden isMarriedTo Prince Axel of Denmark,0.4318557382,1
Lady Jane Grey isMarriedTo Lord Guilford Dudley,0.5171032548,1
Denis Héroux created Valérie,0.031686306000000004,1
Marilyn Monroe isMarriedTo Arthur Miller,0.42764258380000003,1
Nicky Henson isMarriedTo Una Stubbs,0.42442700270000006,1
Prince Christian of Schleswig-Holstein isMarriedTo Princess Helena of the United Kingdom,0.3849108219,1
Prince Rasso of Bavaria isMarriedTo Archduchess Theresa of Austria  b. 1931 ,0.8811195493,1
Vajiralongkorn isMarriedTo Soamsavali Kitiyakara,0.6850197912,1
Minnie Marx isMarriedTo Sam Marx,0.405985117,1
Tad Martin hasChild Brooke English,0.42764258380000003,1
Harald V of Norway isMarriedTo Queen Sonja of Norway,0.4255533218,1
Liza Minnelli isMarriedTo David Gest,0.3711970448,1
Michael Bell  mayor  wasBornIn Toledo  Ohio,0.4413212836,1
Eddie Griffin produced Dysfunktional Family,0.9913752675,1
Marco Ferreri created L'udienza,0.42423009869999995,1
Charles VII of France isMarriedTo Marie of Anjou,0.9508470893000001,1
Siva Selliah wasBornIn Colombo,0.9777830243000001,1
Philip I of France isMarriedTo Bertrade de Montfort,0.4376773834,1
Yūko Kobayashi isMarriedTo Mitsuaki Hoshino,0.42764258380000003,1
Stanisław Kostka Zamoyski isMarriedTo Zofia Czartoryska,0.0183418393,1
Nancy Carell isMarriedTo Steve Carell,0.8991285563,1
Paul Auster created Lulu on the Bridge,1.7028559446,1
Bryce Dallas Howard isMarriedTo Seth Gabel,0.427642554,1
Arthur Rankin directed  Jr. The Last Unicorn  film ,0.6793268323,1
Arthur Rankin produced  Jr. The Last Dinosaur,0.4160688519,1
Ruth Martin  All My Children  isMarriedTo Joe Martin  All My Children ,0.42764258380000003,1
Farouk of Egypt isMarriedTo Narriman Sadek,0.42764258380000003,1
Lucas Belvaux created La Raison du plus faible,0.4455212653,1
Serge Gainsbourg created Équateur  film ,0.4376773834,1
Chelsea Noble isMarriedTo Kirk Cameron,0.4155301154,1
Carla von Lahnstein isMarriedTo Bernd von Beyenbach,0.6156409979,1
Marzieh Meshkini directed Stray Dogs  film ,0.9827275276,1
Arthur Rankin directed  Jr. The Return of the King  1980 film ,0.684900105,1
Brian Dannelly directed Saved!,0.4217996597,1
Edmund Lowe isMarriedTo Lilyan Tashman,0.47974357009999996,1
Márton Keleti directed Two Confessions,0.34250992539999997,1
Cliff Robertson isMarriedTo Cynthia Stone,0.44978594780000003,1
Maria Christina of Austria isMarriedTo Alfonso XII of Spain,0.5164730549000001,1
Abel Gance created Louise  film ,0.42764258380000003,1
Param Gill directed Hotel Hollywood,0.9663584232,1
Isabel Burton isMarriedTo Richard Francis Burton,0.4065758586,1
Nicolas Roeg isMarriedTo Theresa Russell,0.43446293469999997,1
Prince Eduard of Saxe-Altenburg isMarriedTo Princess Amalie of Hohenzollern-Sigmaringen,0.4147959352,1
Felicia Farr isMarriedTo Jack Lemmon,0.42764264350000003,1
