triple,stv,truth
athlete lukehochevar athleteplaysinleague sportsleague mlb,0.4775128067,1
personmexico tinomartinez athleteplayssport sport baseball,0.4920012057,1
athlete aramisramirez athleteplaysinleague sportsleague mlb,0.4213554263,1
athlete peavy athleteplaysinleague sportsleague mlb,0.8488455415,1
athlete miltonbradley athleteplaysforteam sportsteam chicagocubs,0.4276425838,1
sportsteam oaklandraiders teamhomestadium stadiumoreventvenue mcafeecoliseum,0.3959402144,1
athlete russellbranyan athleteplaysinleague sportsleague mlb,0.403958112,1
athlete joemauer athleteplaysinleague sportsleague mlb,0.3860255778,1
athlete guillermomota athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete ichiro athleteledsportsteam sportsteam seattlemariners,0.4276425838,1
athlete markderosa athleteplayssport sport baseball,0.4276425838,1
athlete yunelescobar athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete bradyquinn athleteledsportsteam sportsteam clevelandbrowns,0.4276425838,1
athlete johnwetteland athleteplaysinleague sportsleague mlb,0.4213554561,1
athlete johndanks athleteplayssport sport baseball,0.416822046,1
athlete busterposey athleteplaysinleague sportsleague mlb,0.4251219928,1
athlete corylidle athleteplayssport sport baseball,0.4154525697,1
athlete nickblackburn athleteplayssport sport baseball,0.4177514613,1
athlete timhudson athleteplayssport sport baseball,0.4562110007,1
athlete clifffloyd athleteplayssport sport baseball,0.4854357541,1
athlete garysheffield athleteplaysforteam sportsteam newyorkyankees,0.4276425838,1
sportsteam royals teamplaysinleague sportsleague mlb,0.4276425838,1
athlete claybuchholz athleteplaysinleague sportsleague mlb,0.4216035903,1
athlete fernandoperez athleteplayssport sport baseball,0.4276426733,1
personmexico miguelcabrera athleteplayssport sport baseball,0.4194733202,1
athlete ramonortiz athleteplaysinleague sportsleague mlb,0.7028428912,1
athlete orlandocabrera athleteplaysinleague sportsleague mlb,0.5829318166,1
personmexico melkycabrera athleteplayssport sport baseball,0.4276425838,1
athlete chrisbosh athleteplaysforteam sportsteam raptors,0.4276425838,0
athlete juliofranco athleteledsportsteam sportsteam redsox,0.395940274,0
athlete joenathan athleteplaysinleague sportsleague mlb,0.4219606519,1
sportsteam newyorkjets teamhomestadium stadiumoreventvenue giantsstadium,0.4276425838,1
athlete barrybonds athleteledsportsteam sportsteam sanfranciscogiants,0,1
athlete clameredith athleteplaysinleague sportsleague mlb,0.4276425838,1
sportsleague nfl leaguestadiums stadiumoreventvenue heinzfield,0.4276425838,1
athlete jeremyhermida athleteplaysinleague sportsleague mlb,0.4193560183,1
athlete billmazeroski athleteplayssport sport baseball,0.445820868,1
personeurope jamesmcdonald athleteplayssport sport baseball,0.4134325087,1
athlete rafaelsoriano athleteplayssport sport baseball,0.4276426435,1
athlete johnsalmons athleteplaysforteam sportsteam kings,0.4106097221,0
sportsteam tampabayrays teamhomestadium stadiumoreventvenue tropicanafield,0.4789631069,1
athlete davidortiz athleteplaysinleague sportsleague mlb,0.4276425838,1
sportsteam colts teamhomestadium stadiumoreventvenue lucasoilstadium,0.9017363787,1
sportsteam brazil teamplaysagainstteam sportsteam germany,0.4324305952,1
personus royoswalt athleteplaysinleague sportsleague mlb,0.4323377907,1
personmexico clintbarmes athleteplaysforteam sportsteam coloradorockies,0.1276425838,0
coach joshbeckett athleteplayssport sport baseball,0.427642554,1
sportsleague ncaa leaguestadiums stadiumoreventvenue beaverstadium,0.6628039479,1
athlete tywigginton athleteledsportsteam sportsteam houstonastros,0.4338114262,1
athlete dicek athleteplayssport sport baseball,0.4325190485,1
sportsteam newenglandpatriots teamplaysinleague sportsleague nfl,0.4276425838,1
coach jj+AF8AXw-hardy athleteledsportsteam sportsteam brewers,0.4276425838,1
athlete pedroalvarez athleteplayssport sport baseball,0.4276425838,1
athlete rafaelbetancourt athleteplayssport sport baseball,0.4116343558,1
athlete tysonchandler athleteplaysforteam sportsteam sacramentostatehornets,0.3020294189,0
personmexico mattkemp athleteplaysinleague sportsleague mlb,0.0183983445,1
athlete edwinjackson athleteplaysinleague sportsleague mlb,0.6545621157,1
athlete mikemussina athleteplaysinleague sportsleague mlb,0.4057414234,1
personaustralia davidross athleteplayssport sport baseball,0.4436353147,1
coach horacioramirez coachesteam sportsteam redsox,0.4143872857,0
personmexico jasonbay athleteplayssport sport baseball,0.4276425838,1
personmexico bradhawpe athleteplaysforteam sportsteam coloradorockies,0.1276425838,0
athlete hidekimatsui athleteplayssport sport baseball,0.4276425838,1
athlete kevinslowey athleteplayssport sport baseball,0.4276425838,1
athlete jimkelly athleteledsportsteam sportsteam bills,0.4276426435,1
athlete dennybautista athleteplaysinleague sportsleague mlb,0.4162012637,1
athlete hidekimatsui athleteplaysforteam sportsteam newyorkyankees,0.4338943958,1
athlete reggienelson athleteplaysforteam sportsteam magic,0.4153364599,0
male alexrios athleteledsportsteam sportsteam bluejays,0.0183984041,1
athlete dereklowe athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete chadqualls athleteplaysinleague sportsleague mlb,0.4227134287,1
athlete philiprivers athleteplaysforteam sportsteam sandiegochargers,0.4276425838,1
athlete jakewestbrook athleteplaysinleague sportsleague mlb,0.4567211568,1
athlete josereyes athleteplayssport sport baseball,0.6381288171,1
athlete scotteyre athleteplayssport sport baseball,0.4276425838,1
sportsleague nfl leaguestadiums stadiumoreventvenue edwardjonesdome,0.4883480072,1
sportsteam michiganstatespartans teamhomestadium stadiumoreventvenue spartanstadium,0.4734470844,1
personmexico ubaldojimenez athleteplayssport sport baseball,0.4900290072,1
sportsteam denvernuggets teamplaysinleague sportsleague nba,0.4169698358,1
athlete pauloneill athleteplayssport sport baseball,0.4198715985,1
coach geoffjenkins athleteplaysinleague sportsleague mlb,0.4144339263,1
athlete dougdavis athleteplayssport sport baseball,0.4214709699,1
athlete fredlynn athleteplayssport sport baseball,0.4276425838,1
athlete ryandempster athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete ryanfitzpatrick athleteledsportsteam sportsteam bengals,0.4276425838,0
sportsteam goldenstatewarriors teamhomestadium stadiumoreventvenue oraclearena,0.4261078537,1
athlete rafaelfurcal athleteplayssport sport baseball,0.4276425838,1
athlete blakedewitt athleteplaysinleague sportsleague mlb,0.7734737992,1
athlete denardspan athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete daveroberts athleteplayssport sport baseball,0.4276425838,1
athlete craigbiggio athleteplayssport sport baseball,0.4807010293,1
sportsteam arizonadiamondbacks teamplaysinleague sportsleague mlb,0.4344629049,1
personmexico markmcgwire athleteplaysforteam sportsteam louiscardinals,0.4771634638,1
athlete angelberroa athleteplaysinleague sportsleague mlb,0.4144337475,1
sportsleague mlb leaguestadiums stadiumoreventvenue mcafeecoliseum,0.4971088469,1
male dondrysdale athleteplaysinleague sportsleague mlb,0.4143872857,0
coach changailey worksfor sportsteam georgiatech,0.4198715687,0
coach faustocarmona athleteplayssport sport baseball,0.4947230816,1
coach josearredondo athleteplayssport sport baseball,0.4150123,1
athlete paulbako athleteplaysinleague sportsleague mlb,0.4791559875,1
athlete sidneycrosby athleteplaysforteam sportsteam pittsburghpenguins,0.4621224999,1
athlete timtebow athleteplaysforteam sportsteam floridagators,0.4276425838,0
personaustralia davidpauley athleteplayssport sport baseball,0.4480448067,1
athlete mikelowell athleteplaysforteam sportsteam redsox,0.4276425838,1
athlete philsimms athleteplaysforteam sportsteam newyorkgiants,0.4213170111,1
athlete joenamath athleteledsportsteam sportsteam newyorkjets,0.4503163695,1
athlete hidekiokajima athleteplaysforteam sportsteam newyorkyankees,0.4428300858,1
personmexico jasonbay athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete tonypena athleteplaysinleague sportsleague mlb,0.4167668819,1
athlete curtschilling athleteplaysinleague sportsleague mlb,0.4744607806,1
athlete brayanpena athleteplayssport sport baseball,0.4114441276,1
sportsleague ncaa leaguestadiums stadiumoreventvenue neylandstadium,0.5664188266,1
sportsteam marlins teamhomestadium stadiumoreventvenue dolphinstadium,0.3854900301,1
athlete jimleyritz athleteplayssport sport baseball,0.4276426435,1
athlete shelleyduncan athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete bradbutler athleteplaysforteam sportsteam charlottebobcats,0.3276425838,0
athlete scottrolen athleteplayssport sport baseball,0.4276425838,1
athlete garycarter athleteplaysinleague sportsleague mlb,0.4467203617,1
athlete garycarter athleteplayssport sport baseball,0.4276425838,1
athlete jasonisringhausen athleteplaysinleague sportsleague mlb,0.4474327564,1
athlete justinhuber athleteplayssport sport baseball,0.4276425838,1
athlete clayrapada athleteplaysinleague sportsleague mlb,0.4209414124,1
personmexico danuggla athleteplayssport sport baseball,0.4213170111,1
athlete vladimirradmanovic athleteledsportsteam sportsteam losangeleslakers,0.1063877165,0
athlete georgebrett athleteplaysinleague sportsleague mlb,0.4276425838,1
sportsteam newyorkmets teamhomestadium stadiumoreventvenue sheastadium,0.4276425838,1
athlete yunieskybetancourt athleteplayssport sport baseball,0.9446018338,1
athlete toriihunter athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete gaylordperry athleteplaysinleague sportsleague mlb,0.041463843,0
sportsteam oaklandraiders teamplaysinleague sportsleague nfl,0.507842958,1
athlete justinhuber athleteplaysinleague sportsleague mlb,0.4276426136,1
athlete toddjones athleteplayssport sport baseball,0.6286510825,1
sportsleague ncaa leaguestadiums stadiumoreventvenue bryantdenny,0.4276425838,1
athlete alcidesescobar athleteplayssport sport baseball,0.4276425838,1
sportsleague nba leaguestadiums stadiumoreventvenue unitedcenter,0.425349474,1
athlete joenathan athleteplayssport sport baseball,0.4276425838,1
athlete kevinbrown athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete johnnycueto athleteplaysinleague sportsleague mlb,0.3903417587,1
athlete paulkonerko athleteplaysinleague sportsleague mlb,0.4499302208,1
athlete frankfrancisco athleteplaysforteam sportsteam rangers,0.4019257164,0
athlete jaketsakalidis athleteplaysinleague sportsleague mlb,0.4252052009,1
athlete mattwieters athleteplaysinleague sportsleague mlb,0.4105223119,1
athlete tywigginton athleteplayssport sport baseball,0.6790001988,1
coach aaronbrooks athleteplaysforteam sportsteam rockets,0.3916459382,1
personmexico carlosbeltran athleteledsportsteam sportsteam newyorkmets,0.4524922967,1
sportsleague mlb leaguestadiums stadiumoreventvenue sheastadium,0.4749694765,1
athlete morrispeterson athleteplaysforteam sportsteam raptors,0.4951242208,1
athlete joeflacco athleteplaysforteam sportsteam baltimorecolts,0.3276425838,0
coach markkotsay coachesteam sportsteam atlantabraves,0.4276425838,1
athlete hanleyramirez athleteplaysinleague sportsleague mlb,0.6944193244,1
sportsteam suns teamplaysinleague sportsleague nba,0.4106098115,1
personmexico estebangerman athleteplayssport sport baseball,0.4910437167,1
personaustralia derekfisher athleteledsportsteam sportsteam losangeleslakers,0.5163173676,1
sportsleague mlb leaguestadiums stadiumoreventvenue tropicanafield,0.5237912536,1
sportsleague nfl leaguestadiums stadiumoreventvenue candlestickpark,0.4470738173,1
athlete tywigginton athleteplaysinleague sportsleague mlb,0.4276425838,1
coach petecarroll worksfor sportsteam usc,0.4251219928,1
athlete jeremyhermida athleteplaysforteam sportsteam marlins,0.4276425838,0
athlete ericgagne athleteplayssport sport baseball,0.4850607812,1
athlete rondellwhite athleteplaysinleague sportsleague mlb,0.4782646,1
athlete felixpie athleteplayssport sport baseball,0.5163173676,1
athlete nomargarciaparra athleteplaysforteam sportsteam dodgers,0.4176425838,0
athlete homerbailey athleteplayssport sport baseball,0.4177514613,1
personmexico johngrabow athleteplayssport sport baseball,0.5151929855,1
athlete armandogalarraga athleteplayssport sport baseball,0.4276425838,1
athlete yovanigallardo athleteplayssport sport baseball,0.4293332696,1
athlete charliebatch athleteplaysforteam sportsteam steelers,0.4058272064,0
personmexico miguelcabrera athleteplaysinleague sportsleague mlb,0.1009344459,1
sportsteam kansascitychiefs teamplaysinleague sportsleague nfl,0.0471510403,1
personmexico clintbarmes athleteledsportsteam sportsteam coloradorockies,0.4154526889,0
athlete joshhamilton athleteplayssport sport baseball,0.4276425838,1
athlete edwinjackson athleteplayssport sport baseball,0.5041660666,1
athlete keiigawa athleteplaysinleague sportsleague mlb,0.4624125063,1
athlete ramonortiz athleteplayssport sport baseball,0.4276425838,1
athlete jobachamberlain athleteplayssport sport baseball,0.4276425838,1
athlete scotthairston athleteplayssport sport baseball,0.4540960193,1
athlete tonypena athleteplayssport sport baseball,0.4954494536,1
sportsteam titans teamhomestadium stadiumoreventvenue lpfield,0.4534059167,1
athlete jakewestbrook athleteplayssport sport baseball,0.4312478006,1
sportsteam seattlemariners teamhomestadium stadiumoreventvenue safecofield,0.7709921598,1
athlete felixpie athleteplaysinleague sportsleague mlb,0.4065217078,1
athlete mikelowell athleteledsportsteam sportsteam redsox,0.4276425838,1
athlete aramisramirez athleteplayssport sport baseball,0.6515584588,1
sportsteam memphisgrizzlies teamhomestadium stadiumoreventvenue fedexforum,0.0891078115,1
athlete hedoturkoglu athleteledsportsteam sportsteam magic,0.5269783139,1
athlete kirbypuckett athleteplayssport sport baseball,0.4276425838,1
sportsteam titans teamplaysinleague sportsleague nfl,0.5211207271,1
athlete nickyoung athleteledsportsteam sportsteam washingtonwizards,0.4231376648,0
athlete hunterpence athleteplaysforteam sportsteam houstonastros,0.5452036262,0
athlete brianschneider athleteplayssport sport baseball,0.4106097519,1
athlete sergioromo athleteplayssport sport baseball,0.4276425838,1
athlete elimanning athleteplaysforteam sportsteam newyorkgiants,0.5300896764,1
athlete raferalston athleteledsportsteam sportsteam rockets,0.4276425838,1
athlete robbiefowler athletehomestadium stadiumoreventvenue anfield,0.3480448067,0
athlete mikemussina athleteplayssport sport baseball,0.4917194843,1
athlete aj+AF8AXw-burnett athleteplayssport sport baseball,0.3992563188,1
athlete dexterfowler athleteplaysinleague sportsleague mlb,0.4475468695,1
athlete garysheffield athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete joseguillen athleteplayssport sport baseball,0.4276425838,1
coach joseceda athleteplayssport sport baseball,0.4623410702,1
athlete jhonnyperalta athleteplayssport sport baseball,0.4113820195,1
athlete hidekiokajima athleteplaysinleague sportsleague mlb,0.4475862384,1
athlete davidwright athleteledsportsteam sportsteam newyorkmets,0.4148387313,1
sportsleague nfl leaguestadiums stadiumoreventvenue soldierfield,0.4357449114,1
athlete jeffclement athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete carlcrawford athleteplaysforteam sportsteam tampabaydevilrays,0.4147521555,1
athlete takashisaito athleteplayssport sport baseball,0.5711666346,1
personmexico miguelbatista athleteplayssport sport baseball,0.6009163857,1
athlete adambostick athleteplaysinleague sportsleague mlb,0.4276425838,1
coach juanencarnacion athleteplaysinleague sportsleague mlb,0.4118062854,1
athlete jamesshields athleteplayssport sport baseball,0.4276425838,1
athlete jesseorosco athleteplaysinleague sportsleague mlb,0.4203598201,1
athlete clayrapada athleteplayssport sport baseball,0.4276425838,1
personmexico dj+AF8AXw-mbenga athleteledsportsteam sportsteam coloradorockies,0.2276425838,0
athlete edwinencarnacion athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete evanlongoria athleteplaysinleague sportsleague mlb,0.5476207733,1
sportsleague ncaa leaguestadiums stadiumoreventvenue lanestadium,0.4276425838,1
athlete carlcrawford coachesteam sportsteam tampabaydevilrays,0.432430625,1
athlete sambradford athleteledsportsteam sportsteam sooners,0.4343757927,1
sportsleague nba leaguestadiums stadiumoreventvenue pepsicenter,0.4134325087,1
personmexico scottolsen athleteplayssport sport baseball,0.4318557382,1
athlete bretttomko athleteplayssport sport baseball,0.7923625112,1
athlete ryanbraun athleteplaysforteam sportsteam brewers,0.4276426435,1
coach chuckamato worksfor sportsteam wolfpack,0.4014097154,1
athlete paulbako athleteplayssport sport baseball,0.4274857044,1
athlete stevetrachsel athleteplayssport sport baseball,0.3854900301,1
sportsleague mlb leaguestadiums stadiumoreventvenue progressivefield,0.4771634936,1
athlete jessecrain athleteplayssport sport baseball,0.4456683993,1
athlete dwyanewade coachesteam sportsteam heat,0.4276425838,1
sportsteam michiganstate teamplaysinleague sportsleague ncaa,0.5470322371,1
personmexico davidragan athleteplaysinleague sportsleague mlb,0.4276423454,1
coach derrickturnbow athleteplaysinleague sportsleague mlb,0.4602468014,1
athlete jackierobinson athleteledsportsteam sportsteam brooklyndodgers,0.3397005498,1
athlete mattclement athleteplayssport sport baseball,0.5122892857,1
athlete mattjoyce athleteplaysinleague sportsleague mlb,0.1574746966,1
athlete jacobyellsbury athleteplayssport sport baseball,0.450077951,1
coach changailey coachesteam sportsteam georgiatech,0.4587928057,1
athlete randywolf athleteplaysinleague sportsleague mlb,0.4357070923,1
athlete jeffkent athleteplaysinleague sportsleague mlb,0.4203598499,1
athlete ryandoumit athleteplayssport sport baseball,0.4219606221,1
athlete kellyjohnson athleteplaysinleague sportsleague mlb,0.4276425838,1
sportsleague nba leaguestadiums stadiumoreventvenue wachoviacenter,0.4276425838,1
athlete justinmason athleteplayssport sport baseball,0.4276425838,1
sportsleague nba leaguestadiums stadiumoreventvenue staplescenter,0.4976376295,1
athlete dontrellewillis athleteplaysinleague sportsleague mlb,0.5848947763,1
athlete philrizzuto athleteplayssport sport baseball,0.4346316457,1
athlete tracymcgrady athleteplaysforteam sportsteam rockets,0.4106098413,1
sportsteam charlottebobcats teamhomestadium stadiumoreventvenue timewarnercableamphitheater,0.4390053749,1
athlete melvinmora athleteplayssport sport baseball,0.4276424348,1
athlete davidhuff athleteplayssport sport baseball,0.4604875147,1
sportsleague nfl leaguestadiums stadiumoreventvenue metrodome,0.41727826,1
personmexico freddysanchez athleteledsportsteam sportsteam pirates,0.4276423454,1
athlete ramontroncoso athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete estebanloaiza athleteplayssport sport baseball,0.4276425838,1
personmexico jefffrancis athleteplayssport sport baseball,0.5209491253,1
coach scottproctor athleteplaysinleague sportsleague mlb,0.3957529068,1
athlete jeremy athleteledsportsteam sportsteam newyorkgiants,0.4276426435,1
sportsteam newyorkyankees teamhomestadium stadiumoreventvenue yankeestadium,0.4276425838,1
coach aaronbrooks athleteledsportsteam sportsteam rockets,0.4228075147,1
sportsteam pennstatenittanylions teamhomestadium stadiumoreventvenue beaverstadium,0.4276425838,1
athlete seanhenn athleteplayssport sport baseball,0.4096707404,1
athlete andylaroche athleteplayssport sport baseball,0.425349474,1
sportsteam detroitpistons teamhomestadium stadiumoreventvenue palaceofauburnhills,0.4276425838,1
athlete russellmartin athleteplayssport sport baseball,0.4276426435,1
athlete johndanks athleteplaysinleague sportsleague mlb,0.3994260728,1
athlete justinmason athleteplaysinleague sportsleague mlb,0.4069737196,1
personmexico caseykotchman athleteplaysinleague sportsleague mlb,0.3854899704,1
athlete mattjoyce athleteplayssport sport baseball,0.4276425838,1
coach brianfalkenborg athleteplayssport sport baseball,0.450077951,1
athlete royhalladay athleteplayssport sport baseball,0.4975450933,1
athlete kurtwarner athleteledsportsteam sportsteam louiscardinals,0.3854900301,0
personmexico melkycabrera athleteplaysforteam sportsteam newyorkyankees,0.0550702751,0
athlete timtebow athleteledsportsteam sportsteam floridagators,0.4200423658,1
athlete nickmasset athleteplaysinleague sportsleague mlb,0.4040887356,1
personmexico josecontreras athleteplaysinleague sportsleague mlb,0.3198715985,1
sportsteam newyorkyankees teamplaysinleague sportsleague mlb,0.4474327564,1
personmexico danuggla athleteplaysforteam sportsteam marlins,0.4197198462,0
personmexico miguelbatista athleteplaysinleague sportsleague mlb,0.4019257724,1
coach larryhughes athleteledsportsteam sportsteam chicagobulls,0.4587928355,1
athlete kirkhinrich athleteplaysforteam sportsteam chicagobulls,0.4276425838,1
athlete tonyromo athleteplaysforteam sportsteam dallascowboys,0.4482486248,1
coach chrisvolstad athleteplayssport sport baseball,0.4251219928,1
personmexico vladimirguerrero athleteledsportsteam sportsteam anaheimangels,0.3854900301,1
athlete kevinslowey athleteplaysinleague sportsleague mlb,0.4213246703,1
athlete stephendrew athleteplaysinleague sportsleague mlb,0.480799228,1
sportsleague mlb leaguestadiums stadiumoreventvenue citizenbankpark,0.4276425838,1
sportsteam diamondbacks teamhomestadium stadiumoreventvenue chasefield,0.4276425838,1
male dondrysdale athleteplayssport sport baseball,0.6981501579,1
athlete guillermodiaz athleteledsportsteam sportsteam knicks,0.4153364599,0
athlete tonygwynn athleteplaysinleague sportsleague mlb,0.15916664,0
sportsteam clevelandbrowns teamplaysinleague sportsleague nfl,0.4252923727,1
personmexico scottkazmir athleteplayssport sport baseball,0.447014153,1
sportsteam sanfrancisco49ers teamplaysinleague sportsleague nfl,0.4201831818,1
athlete philcoke athleteplaysinleague sportsleague mlb,0.4276425838,1
personmexico freddysanchez athleteplayssport sport baseball,0.4276425838,1
athlete hirokikuroda athleteplayssport sport baseball,0.5185357928,1
athlete garrettolson athleteplayssport sport baseball,0.4276424348,1
athlete senecawallace athleteledsportsteam sportsteam seahawks,0.4044555426,1
athlete yorvittorrealba athleteplaysinleague sportsleague mlb,0.4276425838,1
personmexico josevalverde athleteplaysinleague sportsleague mlb,0.4469150603,1
athlete dirknowitzki athleteplaysforteam sportsteam mavericks,0.499014765,1
athlete kellyshoppach athleteplayssport sport baseball,0.4276426733,1
athlete alexeiramirez athleteplaysforteam sportsteam redsox,0.4957170486,1
athlete joakimsoria athleteplayssport sport baseball,0.4276425838,1
athlete sagerosenfels athleteplaysforteam sportsteam texans,0.7977887392,0
sportsteam sandiegochargers teamplaysinleague sportsleague mlb,0.2720447361,0
athlete dontrellewillis athleteplayssport sport baseball,0.4276425838,1
athlete tylerclippard athleteplaysinleague sportsleague mlb,0.5359350443,1
athlete pelfrey athleteplaysforteam sportsteam newyorkmets,0.4213554859,1
athlete michaelfinley athleteplaysforteam sportsteam spurs,0.4584441781,0
sportsteam n1985chicagobears teamhomestadium stadiumoreventvenue soldierfield,0.7200530767,1
personmexico edinsonvolquez athleteplayssport sport baseball,0.4343757331,1
athlete tomseaver athleteplaysinleague sportsleague mlb,0.4276425838,0
personmexico alfonsosoriano athleteplaysforteam sportsteam chicagocubs,0.4500778615,1
athlete aj+AF8AXw-pierzynski athleteplayssport sport baseball,0.4276426435,1
athlete conorjackson athleteplaysforteam sportsteam diamondbacks,0.1185357928,0
sportsteam twins teamhomestadium stadiumoreventvenue metrodome,0.4276425838,1
athlete johansantana athleteplayssport sport baseball,0.4258021414,1
athlete davidprice athleteledsportsteam sportsteam jazz,0.3258021414,0
athlete mattflynn athleteplayssport sport baseball,0.4224498272,1
athlete andrewmiller athleteledsportsteam sportsteam bucks,0.4433383048,1
sportsteam neworleanshornets teamhomestadium stadiumoreventvenue neworleansarena,0.9443958402,1
personmexico wandyrodriguez athleteplaysinleague sportsleague mlb,0.4344629347,1
athlete chrissnyder athleteplayssport sport baseball,0.4010511041,1
athlete joebeimel athleteplayssport sport baseball,0.491615504,1
sportsteam hawks teamhomestadium stadiumoreventvenue philipsarena,0.42559129,1
athlete placidopolanco athleteplayssport sport baseball,0.4276425838,1
sportsteam st+AF8AXw-louiscardinals teamplaysinleague sportsleague mlb,0.4276425838,1
athlete jefffassero athleteplaysinleague sportsleague mlb,0.4276425838,1
personmexico hustonstreet athleteplayssport sport baseball,0.4480448067,1
personmexico brianbannister athleteplayssport sport baseball,0.4198715985,1
athlete joshphelps athleteplayssport sport baseball,0.4276425838,1
athlete jongarland athleteplayssport sport baseball,0.9850687385,1
athlete luisaparicio athleteplaysinleague sportsleague mlb,0.4106097221,1
sportsteam blackhawks teamhomestadium stadiumoreventvenue wrigleyfield,0.4180448067,0
athlete peavy athleteplayssport sport baseball,0.4153741896,0
athlete pedroia athleteledsportsteam sportsteam redsox,0.4276425838,1
athlete brianbuscher athleteplaysinleague sportsleague mlb,0.4257874191,1
athlete mattmurton athleteplayssport sport baseball,0.4276426435,1
athlete chrissnyder athleteplaysinleague sportsleague mlb,0.978376473,1
sportsteam newyorkgiants teamplaysinleague sportsleague nfl,0.4257874191,1
athlete lidstrom athleteplaysforteam sportsteam redwings,0.4782646,1
athlete scottbaker athleteplaysinleague sportsleague mlb,0.4915444553,1
athlete williestargell athleteplaysinleague sportsleague mlb,0.4119512737,0
personmexico michaelwuertz athleteplaysinleague sportsleague mlb,0.4355515242,1
sportsteam utahjazz teamhomestadium stadiumoreventvenue energysolutionsarena,0.5985111594,1
coach joshbeckett athleteplaysinleague sportsleague mlb,0.4070745409,1
athlete darrencollison athleteledsportsteam sportsteam ucla,0.4291692674,0
athlete carsonpalmer athleteplaysforteam sportsteam bengals,0.4338943958,0
athlete pudgerodriguez athleteplaysinleague sportsleague mlb,0.0309900846,1
athlete blaineboyer athleteplayssport sport baseball,0.4010511041,1
personmexico ivanrodriguez athleteplayssport sport baseball,0.4063877165,1
sportsteam tennesseevolunteers teamhomestadium stadiumoreventvenue neylandstadium,0.4502239227,1
coach brianbruney athleteplayssport sport baseball,0.4467203617,1
personmexico clintbarmes athleteplayssport sport baseball,0.4010511041,1
athlete blaineboyer athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete mattlaporta athleteplaysinleague sportsleague mlb,0.4276425838,1
personmexico wandyrodriguez athleteplayssport sport baseball,0.7545145154,1
athlete berniewilliams athleteplayssport sport baseball,0.5264557004,1
sportsteam st+AF8AXwBf-louiscardinals teamplaysinleague sportsleague mlb,0.5158090591,1
athlete kenjijohjima athleteplayssport sport baseball,0.4794039726,1
athlete denardspan athleteplayssport sport baseball,0.4291692376,1
personmexico lyleoverbay athleteplayssport sport baseball,0.0161130857,1
athlete markanderson athleteplaysforteam sportsteam newenglandpatriots,0.944601953,1
athlete bretttomko athleteplaysinleague sportsleague mlb,0.4143872857,1
athlete chuckknoblauch athleteplaysinleague sportsleague mlb,0.4944609702,1
personasia carlosarroyo athleteplaysforteam sportsteam magic,0.4214718044,1
athlete markreynolds athleteledsportsteam sportsteam diamondbacks,0.4633439183,1
athlete sidneyponson athleteplayssport sport baseball,0.9771475792,1
sportsleague nhl leaguestadiums stadiumoreventvenue verizoncenter,0.4170363545,0
athlete markderosa athleteplaysinleague sportsleague mlb,0.4276425838,1
athlete rudygay athleteledsportsteam sportsteam memphisgrizzlies,0.4932035506,1
sportsteam bengals teamhomestadium stadiumoreventvenue paulbrownstadium,0.4276427329,1
athlete alreyes athleteplayssport sport baseball,0.4503163695,1
athlete chrischambliss athleteplaysinleague sportsleague mlb,0.4276424646,1
athlete mattholliday coachesteam sportsteam coloradorockies,0.4076425838,0
sportsteam rockets teamplaysinleague sportsleague nba,0,1
athlete akinoriiwamura athleteledsportsteam sportsteam tampabaydevilrays,0.4402164221,1
sportsleague nfl leaguestadiums stadiumoreventvenue clevelandbrownsstadium,0.4917194843,1
personmexico adamlaroche athleteplaysinleague sportsleague mlb,0.4545196891,1
athlete shawngreen athleteplaysinleague sportsleague mlb,0.4040887356,1
athlete mikeaviles athleteplaysinleague sportsleague mlb,0.4154197574,1
personmexico adameverett athleteplaysinleague sportsleague mlb,0.4731384218,1
sportsteam sanfranciscogiants teamhomestadium stadiumoreventvenue candlestickpark,0.4475468695,1
sportsteam heat teamhomestadium stadiumoreventvenue americanairlinesarena,0.4254616797,1
coach kevinkouzmanoff athleteplaysinleague sportsleague mlb,0.4276425838,1
personmexico jasonbartlett athleteplayssport sport baseball,0.4276425838,1
sportsleague nba leaguestadiums stadiumoreventvenue philipsarena,0.4581270218,1
athlete alreyes athleteplaysinleague sportsleague mlb,0.4213554561,1
athlete jeffweaver athleteplaysinleague sportsleague mlb,0.4207159579,1
athlete chrisyoung athleteplaysinleague sportsleague mlb,0.4276425838,1
sportsteam broncos teamhomestadium stadiumoreventvenue invescofield,0.395940274,1
coach richardjefferson athleteledsportsteam sportsteam nets,0.4561943412,1
sportsleague nfl leaguestadiums stadiumoreventvenue louisianasuperdome,0.4276425838,1
